customerID,ActualChurn,PredictedChurn,ChurnProbability,RiskSegment
2075-PUEPR,0,0,0.04048644,Low Risk
1833-TCXKK,0,0,0.36389568,Low Risk
1436-ZMJAN,0,0,0.12912981,Low Risk
0106-UGRDO,0,0,0.012337628,Low Risk
1069-XAIEM,1,1,0.98421127,High Risk
4213-HKBJO,0,0,0.12762071,Low Risk
8345-MVDYC,0,0,0.0018338156,Low Risk
2672-OJQZP,0,0,0.4112295,Low Risk
5136-RGMZO,0,0,0.100033626,Low Risk
5774-QPLTF,0,0,0.000787257,Low Risk
5240-CAOYT,0,0,0.005396975,Low Risk
3707-GNWHM,1,1,0.88475347,High Risk
5159-YFPKQ,1,1,0.8727251,High Risk
5052-PNLOS,1,1,0.8190392,High Risk
6173-GOLSU,0,1,0.6509232,Medium Risk
6661-HBGWL,1,1,0.6205874,Medium Risk
8207-VVMYB,0,0,0.00050308305,Low Risk
5324-KTGCG,0,0,0.0029558828,Low Risk
7354-OIJLX,0,1,0.54563487,Medium Risk
9286-BHDQG,0,0,0.000121810954,Low Risk
3567-PQTSO,0,0,0.24142846,Low Risk
3197-ARFOY,0,1,0.6080329,Medium Risk
5698-BQJOH,1,1,0.853166,High Risk
1090-ESELR,0,0,0.0054100626,Low Risk
0056-EPFBG,0,0,0.0021856825,Low Risk
4955-VCWBI,0,0,0.002114042,Low Risk
4717-GHADL,0,0,0.003191808,Low Risk
0058-EVZWM,0,0,0.06947986,Low Risk
7218-HKQFK,1,1,0.5079021,Medium Risk
5057-RKGLH,0,0,0.0037338643,Low Risk
2309-OSFEU,1,1,0.5221828,Medium Risk
3429-IFLEM,0,0,0.00075156667,Low Risk
1550-LOAHA,1,0,0.47900933,Low Risk
1400-MMYXY,1,1,0.9371288,High Risk
7503-QQRVF,1,1,0.5849511,Medium Risk
7504-UWHNB,0,0,0.39345187,Low Risk
9565-JSNFM,1,0,0.07382736,Low Risk
4735-BJKOU,0,0,0.0012999319,Low Risk
3580-GICBM,0,0,0.0031161844,Low Risk
7632-YUTXB,0,0,0.0069344137,Low Risk
9412-ARGBX,1,0,0.05519231,Low Risk
9576-ANLXO,1,1,0.57572925,Medium Risk
1110-KYLGQ,0,0,0.022101115,Low Risk
8696-JKZNU,1,0,0.4113442,Low Risk
8757-TFHHJ,0,0,0.19869679,Low Risk
2955-BJZHG,1,1,0.5978867,Medium Risk
9048-JVYVF,1,0,0.06572723,Low Risk
0682-USIXD,0,0,0.45362717,Low Risk
3884-UEBXB,0,0,0.0005527981,Low Risk
1776-SPBWV,0,0,0.0072592474,Low Risk
9050-QLROH,1,0,0.20574777,Low Risk
2925-VDZHY,0,0,0.00019590338,Low Risk
9512-UIBFX,1,0,0.38714528,Low Risk
8676-TRMJS,1,0,0.29997298,Low Risk
3334-CTHOL,1,0,0.2606478,Low Risk
6331-LWDTQ,1,0,0.11391184,Low Risk
3847-BAERP,0,0,0.084210016,Low Risk
4709-LKHYG,0,0,0.005141901,Low Risk
8621-MNIHH,1,0,0.29940975,Low Risk
8884-ADFVN,1,1,0.83358216,High Risk
2885-HIJDH,0,0,0.0064045587,Low Risk
8570-KLJYJ,0,0,0.004477863,Low Risk
9339-FIIJL,0,0,0.0013807346,Low Risk
6223-DHJGV,0,0,0.0006722842,Low Risk
0959-WHOKV,0,0,0.36153087,Low Risk
9610-WCESF,0,0,0.12195962,Low Risk
9279-CJEOJ,0,1,0.57422936,Medium Risk
2985-FMWYF,0,1,0.560583,Medium Risk
3540-RZJYU,1,0,0.26202515,Low Risk
2522-WLNSF,0,0,0.01163074,Low Risk
6861-XWTWQ,1,1,0.9823485,High Risk
8735-NBLWT,0,0,0.03659756,Low Risk
1744-JHKYS,0,0,0.0064782784,Low Risk
0841-NULXI,1,1,0.9376209,High Risk
4016-BJKTZ,0,0,0.27836803,Low Risk
9298-WGMRW,0,0,0.002344574,Low Risk
7893-IXHRQ,1,0,0.3385392,Low Risk
8785-CJSHH,0,1,0.57598686,Medium Risk
7654-YWJUF,0,0,0.04705722,Low Risk
8909-BOLNL,0,0,0.026823418,Low Risk
9919-FZDED,0,0,0.0002883034,Low Risk
0322-CHQRU,1,0,0.4693438,Low Risk
3587-PMCOY,0,1,0.80274636,High Risk
0655-RBDUG,1,1,0.95509404,High Risk
0983-TATYJ,0,0,0.010074253,Low Risk
5650-YLIBA,0,0,0.48431158,Low Risk
5144-TVGLP,0,1,0.5042251,Medium Risk
3569-EDBPQ,0,1,0.5937851,Medium Risk
4945-RVMTE,0,0,0.03254899,Low Risk
3511-BFTJW,0,0,0.00017727121,Low Risk
5537-UXXVS,0,0,0.09477699,Low Risk
8782-NUUOL,0,0,0.005102892,Low Risk
2865-TCHJW,1,1,0.8924789,High Risk
9931-KGHOA,0,0,0.048326988,Low Risk
3071-MVJCD,0,0,0.00028802507,Low Risk
7279-BUYWN,1,1,0.8300333,High Risk
3756-VNWDH,0,0,0.1907902,Low Risk
1395-OFUWC,0,0,0.15848902,Low Risk
4223-BKEOR,0,0,0.042408574,Low Risk
0040-HALCW,0,0,0.00882684,Low Risk
7124-UGSUR,1,0,0.048656482,Low Risk
7395-XWZOY,0,0,0.18958074,Low Risk
5440-VHLUL,0,1,0.52269053,Medium Risk
4706-DGAHW,0,1,0.74568135,Medium Risk
8166-ORCHU,0,0,0.08251426,Low Risk
3978-YNKDD,0,0,0.0030386657,Low Risk
7198-GLXTC,1,1,0.8821126,High Risk
6366-XIVKZ,0,0,0.061504632,Low Risk
5133-POWUA,0,1,0.65419215,Medium Risk
8400-WZICQ,0,0,0.10732306,Low Risk
5382-SOYZL,0,1,0.7361946,Medium Risk
1989-PRJHP,1,0,0.22357138,Low Risk
4154-AQUGT,1,0,0.33336115,Low Risk
0980-FEXWF,0,0,0.0010697825,Low Risk
5845-BZZIB,0,0,0.0014472682,Low Risk
4840-ORQXB,0,0,0.45757833,Low Risk
0295-PPHDO,1,1,0.97333986,High Risk
8775-ERLNB,0,1,0.6388886,Medium Risk
0376-YMCJC,1,1,0.6546058,Medium Risk
7410-YTJIK,1,1,0.5004943,Medium Risk
9927-DSWDF,0,0,0.25896713,Low Risk
6681-ZSEXG,0,0,0.013728491,Low Risk
5702-KVQRD,0,0,0.0014569361,Low Risk
8711-LOBKY,0,0,0.006952379,Low Risk
9692-TUSXH,1,1,0.69707114,Medium Risk
4012-YCFAI,0,0,0.00072430336,Low Risk
8455-HIRAQ,0,0,0.21447349,Low Risk
7853-WNZSY,0,0,0.12507838,Low Risk
0390-DCFDQ,1,1,0.66182864,Medium Risk
6421-SZVEM,0,0,0.11835868,Low Risk
3094-JOJAI,0,0,0.18447526,Low Risk
4873-ILOLJ,1,1,0.5171604,Medium Risk
8181-YHCMF,0,0,0.0011201191,Low Risk
3324-OIRTO,0,0,0.024683584,Low Risk
9135-HSWOC,0,0,0.006617502,Low Risk
2272-WUSPA,0,0,0.002516543,Low Risk
4627-MIHJH,0,0,0.15941636,Low Risk
3896-RCYYE,0,0,0.049609948,Low Risk
6729-GDNGC,0,0,0.17076397,Low Risk
9945-PSVIP,0,0,0.003967104,Low Risk
4137-JOPHL,0,0,0.007910075,Low Risk
2720-FVBQP,0,0,0.36279407,Low Risk
7854-EKTJL,1,0,0.13362731,Low Risk
1133-KXCGE,0,0,0.016758125,Low Risk
6048-QBXKL,0,1,0.51803917,Medium Risk
6338-AVWCY,1,1,0.78135115,High Risk
0013-MHZWF,0,0,0.21335408,Low Risk
9804-ICWBG,1,1,0.9184962,High Risk
2368-GAKKQ,0,0,0.016294299,Low Risk
4829-AUOAX,1,0,0.4729162,Low Risk
7876-BEUTG,0,0,0.42025048,Low Risk
6349-JDHQP,0,0,0.03178813,Low Risk
3063-QFSZL,1,1,0.8417796,High Risk
9142-XMYJH,0,0,0.015646983,Low Risk
2609-IAICY,1,1,0.97259474,High Risk
8626-PTQGE,0,0,0.0064916858,Low Risk
0230-UBYPQ,0,0,0.002648054,Low Risk
6814-ZPWFQ,0,0,0.017614923,Low Risk
5921-NGYRH,0,0,0.008377003,Low Risk
7803-XOCCZ,0,0,0.17238621,Low Risk
1459-QNFQT,0,0,0.005576915,Low Risk
3948-FVVRP,0,0,0.06682352,Low Risk
0923-PNFUB,1,0,0.20713645,Low Risk
4654-ULTTN,0,0,0.060289565,Low Risk
5628-FCGYG,0,1,0.66644657,Medium Risk
0506-LVNGN,1,0,0.3486337,Low Risk
4329-YPDDQ,0,0,0.15935972,Low Risk
9866-OCCKE,0,0,0.002451782,Low Risk
0794-YVSGE,0,0,0.00018122549,Low Risk
4342-HENTK,1,0,0.44766957,Low Risk
5934-TSSAU,0,0,0.26003048,Low Risk
9986-BONCE,1,0,0.11406648,Low Risk
5301-GAUUY,1,0,0.17737597,Low Risk
0725-CXOTM,0,0,0.037103493,Low Risk
2843-CQMEG,0,0,0.029961191,Low Risk
5600-PDUJF,0,0,0.30142847,Low Risk
4500-HKANN,0,0,0.0015667835,Low Risk
1862-QRWPE,0,0,0.0066694715,Low Risk
2155-AMQRX,0,0,0.02388346,Low Risk
0823-HSCDJ,1,0,0.476936,Low Risk
4090-KPJIP,0,1,0.7386367,Medium Risk
2737-YNGYW,1,0,0.48449787,Low Risk
5619-XZZKR,0,0,0.012156185,Low Risk
6047-YHPVI,1,1,0.66600686,Medium Risk
8375-DKEBR,1,1,0.98348504,High Risk
7729-XBTWX,0,0,0.0077943313,Low Risk
4983-CLMLV,0,0,0.31471136,Low Risk
9227-LUNBG,1,0,0.3979324,Low Risk
2758-RNWXS,0,0,0.04979288,Low Risk
7055-HNEOJ,0,0,0.15457347,Low Risk
7134-MJPDY,0,1,0.6287602,Medium Risk
4560-WQAQW,0,0,0.0072034667,Low Risk
8532-UEFWH,0,0,0.0049334653,Low Risk
8541-QVFKM,0,1,0.6784828,Medium Risk
7129-ACFOG,0,0,0.35214213,Low Risk
2495-INZWQ,1,1,0.8401324,High Risk
0263-FJTQO,0,0,0.0023417696,Low Risk
0181-RITDD,0,0,0.014516644,Low Risk
8241-JUIQO,0,0,0.048511088,Low Risk
0913-XWSCN,0,0,0.08611753,Low Risk
2159-TURXX,0,0,0.06386915,Low Risk
6461-PPAXN,0,0,0.0075855576,Low Risk
1452-KIOVK,0,0,0.34151784,Low Risk
1139-WUOAH,0,0,0.0118595725,Low Risk
3207-OYBWH,1,0,0.37722754,Low Risk
8347-GDTMP,0,0,0.0014015803,Low Risk
9909-DFRJA,0,0,0.088120595,Low Risk
6383-ZTSIW,0,0,0.07223903,Low Risk
5438-QMDDL,0,0,0.12621751,Low Risk
8914-RBTSB,1,0,0.16003399,Low Risk
6164-HXUGH,0,0,0.10976524,Low Risk
6900-RBKER,0,0,0.0077551,Low Risk
1492-QGCLU,0,0,0.12668966,Low Risk
6664-FPDAC,1,0,0.06295171,Low Risk
1088-AUUZZ,0,0,0.0006429379,Low Risk
6651-AZVTJ,1,1,0.86355555,High Risk
8219-VYBVI,0,0,0.010361207,Low Risk
0310-MVLET,1,1,0.5474599,Medium Risk
7233-IOQNP,0,0,0.144754,Low Risk
7311-MQJCH,0,0,0.014381153,Low Risk
9256-JTBNZ,0,0,0.116153605,Low Risk
8713-IGZSO,0,0,0.09095781,Low Risk
6821-BUXUX,1,1,0.73748845,Medium Risk
9114-DPSIA,0,0,7.035671e-05,Low Risk
4501-UYKBC,0,0,0.09282444,Low Risk
2798-NYLMZ,0,1,0.66766536,Medium Risk
6711-VTNRE,1,0,0.16222385,Low Risk
5966-EMAZU,0,0,0.01469088,Low Risk
3627-FHKBK,1,0,0.4921047,Low Risk
7861-UVUFT,1,1,0.7136276,Medium Risk
9824-QCJPK,0,0,0.0009080514,Low Risk
7816-VGHTO,0,0,0.010124193,Low Risk
3794-NFNCH,0,0,0.049299978,Low Risk
3877-JRJIP,1,1,0.5742855,Medium Risk
5228-EXCET,1,0,0.28433368,Low Risk
6248-BSHKG,0,0,0.0042210943,Low Risk
8915-NNTRC,0,0,0.0029102834,Low Risk
3470-OBUET,0,0,0.08234344,Low Risk
3229-USWAR,0,0,0.016756311,Low Risk
1927-QEWMY,0,0,8.467415e-05,Low Risk
6374-AFWOX,0,0,0.0019683235,Low Risk
7912-SYRQT,1,1,0.77791387,High Risk
2070-FNEXE,1,0,0.34830073,Low Risk
5803-NQJZO,0,0,0.002036647,Low Risk
5651-YLPRD,0,1,0.706105,Medium Risk
1271-UODNO,0,0,0.0951265,Low Risk
5014-WUQMG,0,0,0.09378305,Low Risk
5889-JTMUL,1,0,0.28930733,Low Risk
0788-DXBFY,0,0,0.26147452,Low Risk
2669-QVCRG,0,0,0.30018848,Low Risk
6630-UJZMY,0,1,0.7986855,High Risk
5061-PBXFW,0,0,0.086355545,Low Risk
2700-LUEVA,0,0,0.1666184,Low Risk
3865-ZFZIB,0,0,0.0031096423,Low Risk
0471-ARVMX,0,0,0.1808206,Low Risk
8985-OOPOS,0,0,0.25888142,Low Risk
0719-SYFRB,1,0,0.053889636,Low Risk
0447-BEMNG,1,0,0.030931687,Low Risk
5630-AHZIL,0,0,0.17161709,Low Risk
2190-BCXEC,0,0,0.44416606,Low Risk
1559-DTODC,0,0,0.33581352,Low Risk
3244-DCJWY,1,1,0.70236063,Medium Risk
3967-VQOGC,0,0,0.00020132009,Low Risk
0265-PSUAE,0,1,0.6017747,Medium Risk
1622-HSHSF,0,0,0.4258665,Low Risk
9867-XOBQA,0,0,0.005833552,Low Risk
6773-LQTVT,0,0,0.37378532,Low Risk
4332-MUOEZ,0,0,0.080649406,Low Risk
0023-XUOPT,1,1,0.7820405,High Risk
6543-CPZMK,1,1,0.5371468,Medium Risk
6418-HNFED,0,0,0.0028861002,Low Risk
1036-GUDCL,0,0,0.0033216304,Low Risk
4818-QIUFN,1,0,0.4581118,Low Risk
0778-NELLA,1,0,0.3944055,Low Risk
7495-OOKFY,1,1,0.86002827,High Risk
4737-HOBAX,0,0,0.0016508318,Low Risk
7919-ZODZZ,0,0,0.28931618,Low Risk
2988-PLAHS,0,0,0.31083757,Low Risk
9067-SQTNS,0,0,0.0028279163,Low Risk
6483-OATDN,0,0,0.06803928,Low Risk
5469-CTCWN,1,0,0.05077345,Low Risk
3524-WQDSG,0,1,0.7328985,Medium Risk
6968-URWQU,0,0,0.058898706,Low Risk
8601-QACRS,1,1,0.501075,Medium Risk
8690-UPCZI,0,0,0.0059435223,Low Risk
5331-RGMTT,0,1,0.73055196,Medium Risk
1357-BIJKI,0,0,0.3857054,Low Risk
2088-IEBAU,0,0,0.0082749,Low Risk
0679-IDSTG,1,1,0.9792087,High Risk
6519-ZHPXP,0,0,0.008858158,Low Risk
2101-RANCD,0,0,0.26653633,Low Risk
4029-HPFVY,0,1,0.5844697,Medium Risk
1015-OWJKI,0,0,0.102793366,Low Risk
8314-HTWVE,0,0,0.010446747,Low Risk
5357-TZHPP,1,1,0.7337201,Medium Risk
8727-XDPUD,0,0,0.0036788217,Low Risk
9073-ZZIAY,0,0,0.009396083,Low Risk
5181-OABFK,0,0,0.007012403,Low Risk
3812-LRZIR,0,0,0.040024944,Low Risk
5204-HMGYF,0,0,0.114908986,Low Risk
9950-MTGYX,0,0,0.00031482853,Low Risk
3675-EQOZA,0,0,0.04895483,Low Risk
3646-ITDGM,0,0,0.14876533,Low Risk
3913-FCUUW,0,0,0.0006873695,Low Risk
